enrolment_id,learner_id,course_id,enrol_date,expected_completion_date,actual_completion_date,status,progress_pct,last_activity_date,assessment_score,attempts,feedback_rating,certificate_issued
ENR00829,LRN0127,CRS024,2024-01-19,2024-02-18,2024-02-14,Completed,100,,55.36,1,3,No
ENR00647,LRN0385,CRS009,2024-01-17,2024-02-06,,In Progress,21,2024-01-23,,1,,No
ENR01268,LRN0140,CRS024,2024-01-17,2024-02-16,2024-02-13,Completed,100,2024-02-13,73.97,2,3,Yes
ENR01928,LRN0086,CRS046,2024-01-14,2024-02-23,2024-02-22,Completed,100,2024-02-22,57.66,1,1,No
ENR00988,LRN0214,CRS005,2024-03-12,2024-04-21,2024-03-31,Completed,100,2024-03-31,53.01,1,3,No
ENR00398,LRN0166,CRS043,2024-02-10,2024-04-30,2024-03-31,Completed,100,2024-03-31,96.36,1,3,Yes
ENR01345,LRN0108,CRS048,2024-03-06,2024-03-16,,In Progress,47,2024-03-25,,1,,No
ENR01704,LRN0287,CRS058,2024-02-21,2024-03-22,,Dropped,10,2024-02-26,,1,2,No
ENR00462,LRN0011,CRS012,2024-02-03,2024-03-14,,Dropped,0,2024-02-05,,1,,No
ENR01798,LRN0133,CRS002,2024-03-06,2024-03-26,,Dropped,35,2024-03-13,,3,,No
ENR00335,LRN0498,CRS024,2024-02-11,2024-03-12,2024-03-22,Completed,100,2024-03-22,93.62,1,2,Yes
ENR01456,LRN0017,CRS030,2024-01-10,2024-03-10,,Dropped,20,2024-01-19,,1,4,No
ENR00247,LRN0487,CRS045,2024-02-01,2024-02-11,2024-02-15,Completed,100,2024-02-15,82.74,2,5,Yes
ENR00528,LRN0233,CRS008,2024-01-03,2024-03-23,,In Progress,44,2024-01-07,,1,,No
ENR01006,LRN0316,CRS002,2024-01-21,2024-02-10,2024-02-02,Completed,100,2024-02-02,89.53,1,2,Yes
ENR00630,LRN0353,CRS033,2024-02-22,2024-04-02,2024-03-31,Completed,100,2024-03-31,91.32,2,3,Yes
ENR01852,LRN0182,CRS044,2024-01-07,2024-03-27,,Dropped,6,2024-01-11,,1,,No
ENR00635,LRN0212,CRS015,2024-01-25,2024-02-04,2024-01-28,Completed,100,2024-01-28,54.74,1,4,No
ENR00014,LRN0059,CRS010,2024-01-25,2024-02-14,2024-02-08,Completed,100,2024-02-08,70.53,1,4,Yes
ENR00595,LRN0248,CRS019,2024-03-09,2024-05-08,,In Progress,12,2024-03-21,,3,,No
ENR01857,LRN0316,CRS031,2024-01-20,2024-01-30,2024-01-23,Completed,100,2024-01-23,82.23,2,5,Yes
ENR01501,LRN0097,CRS028,2024-01-22,2024-03-02,2024-03-07,Completed,100,2024-03-07,78.44,1,1,Yes
ENR01335,LRN0224,CRS053,2024-01-20,2024-04-09,2024-03-29,Completed,100,2024-03-29,48.52,1,2,No
ENR00314,LRN0080,CRS023,2024-03-05,2024-05-24,2024-03-31,Completed,100,2024-03-31,58.01,1,3,No
ENR00984,LRN0038,CRS037,2024-01-22,2024-03-02,2024-03-05,Completed,100,2024-03-05,67.74,1,2,Yes
ENR00683,LRN0186,CRS041,2024-01-14,2024-02-13,,In Progress,74,2024-02-23,,1,,No
ENR01172,LRN0392,CRS053,2024-02-15,2024-05-05,2024-03-31,Completed,100,2024-03-31,59.17,1,1,No
ENR00882,LRN0345,CRS018,2024-02-18,2024-03-19,2024-03-16,Completed,100,2024-03-16,91.95,1,4,Yes
ENR01078,LRN0060,CRS055,2024-01-31,2024-02-10,,Not Started,0,,,1,,No
ENR00206,LRN0003,CRS004,2024-02-18,2024-04-18,,Dropped,15,2024-03-03,,1,,No
ENR00838,LRN0196,CRS014,2024-01-15,2024-02-14,,Not Started,0,,,1,,No
ENR00837,LRN0365,CRS021,2024-01-10,2024-01-30,,Dropped,13,,,1,,No
ENR01261,LRN0039,CRS060,2024-01-15,2024-02-14,,Not Started,0,,,1,,No
ENR00919,LRN0480,CRS018,2024-02-28,2024-03-29,2024-03-31,Completed,100,2024-03-31,78.36,1,5,Yes
ENR00006,LRN0116,CRS040,2024-01-12,2024-02-11,,Dropped,6,2024-01-21,,1,,No
ENR01287,LRN0201,CRS004,2024-03-11,2024-05-10,,Dropped,28,2024-03-22,,3,,No
ENR00504,LRN0348,CRS019,2024-01-29,2024-03-29,2024-02-13,Completed,100,2024-02-13,68.87,1,2,Yes
ENR00747,LRN0381,CRS055,2024-01-27,2024-02-06,2024-02-05,Completed,100,2024-02-05,69.12,1,4,Yes
ENR01350,LRN0454,CRS050,2024-03-15,2024-03-25,,In Progress,24,,,1,,No
ENR00971,LRN0084,CRS003,2024-02-07,2024-02-27,,In Progress,24,,,1,,No
ENR00175,LRN0152,CRS029,2024-03-07,2024-05-26,2024-03-31,Completed,100,2024-03-31,47.26,1,3,No
ENR00009,LRN0281,CRS012,2024-01-03,2024-02-12,,In Progress,33,2024-03-09,,1,,No
ENR00270,LRN0186,CRS047,2024-03-14,2024-05-13,2024-03-27,Completed,100,2024-03-27,65.71,3,2,Yes
ENR01094,LRN0154,CRS043,2024-01-18,2024-04-07,,In Progress,29,2024-03-06,,1,,No
ENR01948,LRN0074,CRS030,2024-03-03,2024-05-02,,In Progress,61,2024-03-13,,1,,No
ENR00758,LRN0074,CRS059,2024-02-22,2024-05-12,2024-03-31,Completed,100,2024-03-31,86.94,1,2,Yes
ENR01577,LRN0344,CRS006,2024-03-14,2024-03-24,,Dropped,13,2024-03-23,,1,,No
ENR01616,LRN0364,CRS046,2024-01-19,2024-02-28,,In Progress,58,2024-02-23,,1,,No
ENR01117,LRN0069,CRS002,2024-01-31,2024-02-20,,In Progress,38,2024-02-24,,3,,No
ENR01165,LRN0399,CRS017,2024-01-11,2024-01-31,,In Progress,59,2024-01-16,,1,,No
ENR00257,LRN0224,CRS052,2024-01-30,2024-04-19,2024-02-08,Completed,100,2024-02-08,61.0,1,3,Yes
ENR00821,LRN0332,CRS041,2024-01-11,2024-02-10,2024-01-14,Completed,100,,73.81,1,5,Yes
ENR01271,LRN0262,CRS022,2024-02-05,2024-02-25,,In Progress,85,2024-02-26,,1,,No
ENR01145,LRN0133,CRS017,2024-02-12,2024-03-03,,In Progress,15,2024-02-23,,1,,No
ENR00535,LRN0122,CRS009,2024-01-02,2024-01-22,2024-01-14,Completed,100,2024-01-14,49.7,1,5,No
ENR01275,LRN0122,CRS009,2024-01-15,2024-02-04,,Dropped,20,2024-01-28,,1,3,No
ENR00210,LRN0055,CRS023,2024-02-11,2024-05-01,2024-03-28,Completed,100,2024-03-28,80.97,1,2,Yes
ENR01247,LRN0077,CRS055,2024-03-14,2024-03-24,,Not Started,0,,,1,,No
ENR01745,LRN0128,CRS055,2024-03-09,2024-03-19,2024-03-22,Completed,100,2024-03-22,99.16,1,3,Yes
ENR00874,LRN0419,CRS024,2024-02-26,2024-03-27,,In Progress,67,2024-03-08,,2,,No
ENR01725,LRN0183,CRS028,2024-03-02,2024-04-11,2024-03-14,Completed,100,2024-03-14,92.81,1,4,Yes
ENR01897,LRN0218,CRS038,2024-01-02,2024-02-01,2024-01-08,Completed,100,2024-01-08,55.29,2,4,No
ENR01961,LRN0390,CRS009,2024-02-23,2024-03-14,,In Progress,45,2024-02-25,,1,,No
ENR00476,LRN0045,CRS046,2024-02-04,2024-03-15,2024-03-16,Completed,100,2024-03-16,55.82,1,1,No
ENR00690,LRN0068,CRS019,2024-01-09,2024-03-09,,Dropped,29,2024-01-12,,1,,No
ENR00479,LRN0394,CRS013,2024-02-02,2024-04-22,2024-03-31,Completed,100,2024-03-31,55.97,1,3,No
ENR01820,LRN0405,CRS059,2024-02-15,2024-05-05,,In Progress,62,2024-02-27,,1,,No
ENR01063,LRN0353,CRS021,2024-03-15,2024-04-04,2024-03-31,Completed,100,2024-03-31,68.94,1,5,Yes
ENR00114,LRN0244,CRS054,2024-01-17,2024-02-26,,Dropped,29,2024-01-25,,1,,No
ENR00310,LRN0383,CRS028,2024-01-01,2024-02-10,2024-02-20,Completed,100,,84.01,1,3,Yes
ENR01807,LRN0399,CRS037,2024-01-12,2024-02-21,2024-01-15,Completed,100,2024-01-15,67.34,1,5,Yes
ENR01453,LRN0004,CRS031,2024-01-09,2024-01-19,2024-01-15,Completed,100,2024-01-15,96.86,1,1,Yes
ENR01272,LRN0404,CRS046,2024-02-06,2024-03-17,2024-02-09,Completed,100,2024-02-09,61.75,1,1,Yes
ENR00675,LRN0373,CRS046,2024-02-28,2024-04-08,,In Progress,79,,,1,,No
ENR00024,LRN0404,CRS043,2024-01-31,2024-04-20,2024-03-15,Completed,100,2024-03-15,62.01,3,3,Yes
ENR00608,LRN0241,CRS005,2024-01-01,2024-02-10,2024-01-08,Completed,100,2024-01-08,55.96,1,4,No
ENR00278,LRN0300,CRS035,2024-01-16,2024-04-05,,Dropped,7,2024-01-19,,1,,No
ENR01429,LRN0405,CRS007,2024-01-05,2024-02-14,2024-02-15,Completed,100,2024-02-15,87.52,1,4,Yes
ENR01367,LRN0035,CRS028,2024-01-03,2024-02-12,,In Progress,21,2024-01-11,,1,,No
ENR01521,LRN0431,CRS059,2024-02-20,2024-05-10,,In Progress,59,2024-02-22,,1,,No
ENR00328,LRN0368,CRS008,2024-02-25,2024-05-15,2024-03-31,Completed,100,2024-03-31,73.81,3,1,Yes
ENR00609,LRN0032,CRS040,2024-02-29,2024-03-30,,In Progress,54,2024-03-04,,1,,No
ENR00786,LRN0124,CRS056,2024-03-04,2024-05-03,,Dropped,26,2024-03-10,,1,,No
ENR01375,LRN0237,CRS054,2024-03-11,2024-04-20,2024-03-23,Completed,100,2024-03-23,49.38,1,5,No
ENR01650,LRN0081,CRS010,2024-03-16,2024-04-05,2024-03-19,Completed,100,2024-03-19,62.74,2,4,Yes
ENR01320,LRN0031,CRS011,2024-03-17,2024-03-27,,In Progress,20,,,1,,No
ENR00891,LRN0499,CRS013,2024-02-03,2024-04-23,2024-03-31,Completed,100,2024-03-31,76.65,1,1,Yes
ENR01107,LRN0128,CRS040,2024-01-16,2024-02-15,,Dropped,31,2024-01-20,,1,,No
ENR01256,LRN0248,CRS012,2024-02-13,2024-03-24,2024-03-15,Completed,100,2024-03-15,54.45,2,2,No
ENR01212,LRN0386,CRS015,2024-01-01,2024-01-11,2024-01-12,Completed,100,,68.88,1,4,Yes
ENR00704,LRN0257,CRS021,2024-03-07,2024-03-27,2024-03-31,Completed,100,2024-03-31,80.66,2,4,Yes
ENR01890,LRN0220,CRS017,2024-01-02,2024-01-22,2024-01-17,Completed,100,2024-01-17,67.63,1,4,Yes
ENR00963,LRN0318,CRS038,2024-03-02,2024-04-01,,In Progress,15,2024-03-20,,1,,No
ENR01114,LRN0269,CRS019,2024-01-27,2024-03-27,,In Progress,28,2024-03-03,,1,,No
ENR01877,LRN0152,CRS051,2024-02-07,2024-04-27,,In Progress,57,2024-03-25,,1,,No
ENR01749,LRN0106,CRS025,2024-02-21,2024-04-01,2024-03-15,Completed,100,2024-03-15,49.34,1,5,No
ENR00659,LRN0028,CRS020,2024-02-24,2024-03-05,2024-03-10,Completed,100,2024-03-10,51.38,2,4,No
ENR01016,LRN0307,CRS034,2024-01-26,2024-02-15,,Dropped,23,2024-02-01,,1,,No
ENR01178,LRN0172,CRS050,2024-02-23,2024-03-04,2024-02-26,Completed,100,2024-02-26,91.07,1,1,Yes
ENR01923,LRN0051,CRS038,2024-01-17,2024-02-16,2024-02-09,Completed,100,2024-02-09,49.18,1,4,No
ENR00419,LRN0338,CRS004,2024-02-05,2024-04-05,2024-02-18,Completed,100,2024-02-18,79.51,1,5,Yes
ENR01883,LRN0207,CRS010,2024-02-27,2024-03-18,2024-03-26,Completed,100,2024-03-26,90.86,3,4,Yes
ENR00243,LRN0267,CRS049,2024-02-04,2024-03-15,,Not Started,0,,,1,,No
ENR00616,LRN0168,CRS020,2024-03-05,2024-03-15,,Dropped,35,2024-03-08,,1,,No
ENR00446,LRN0442,CRS010,2024-03-15,2024-04-04,,Dropped,26,2024-03-29,,1,,No
ENR00145,LRN0273,CRS029,2024-02-10,2024-04-30,2024-02-29,Completed,100,2024-02-29,63.41,2,1,Yes
ENR01156,LRN0409,CRS018,2024-03-06,2024-04-05,2024-03-21,Completed,100,2024-03-21,65.33,1,3,Yes
ENR01498,LRN0119,CRS054,2024-01-31,2024-03-11,,In Progress,32,2024-03-22,,1,,No
ENR00583,LRN0401,CRS027,2024-01-08,2024-02-07,,In Progress,43,2024-02-18,,1,,No
ENR00070,LRN0045,CRS009,2024-01-18,2024-02-07,2024-01-21,Completed,100,2024-01-21,89.88,1,2,Yes
ENR00465,LRN0252,CRS048,2024-02-14,2024-02-24,,Not Started,0,,,1,,No
ENR01355,LRN0342,CRS006,2024-01-24,2024-02-03,,Dropped,5,2024-01-30,,1,,No
ENR01336,LRN0244,CRS002,2024-01-05,2024-01-25,2024-01-17,Completed,100,2024-01-17,67.16,1,3,Yes
ENR01518,LRN0490,CRS034,2024-01-28,2024-02-17,2024-01-31,Completed,100,2024-01-31,59.5,2,5,No
ENR00625,LRN0366,CRS010,2024-01-23,2024-02-12,,Dropped,5,,,1,,No
ENR00138,LRN0414,CRS046,2024-01-29,2024-03-09,2024-02-24,Completed,100,2024-02-24,98.2,1,4,Yes
ENR01530,LRN0123,CRS057,2024-01-18,2024-01-28,,Dropped,29,2024-01-22,,3,,No
ENR01484,LRN0457,CRS012,2024-03-10,2024-04-19,2024-03-31,Completed,100,2024-03-31,86.25,2,5,Yes
ENR01264,LRN0318,CRS057,2024-01-28,2024-02-07,,Dropped,33,2024-02-04,,1,,No
ENR01763,LRN0261,CRS030,2024-02-04,2024-04-04,,Dropped,22,2024-02-16,,1,,No
ENR00817,LRN0397,CRS005,2024-01-09,2024-02-18,,In Progress,34,2024-01-29,,1,,No
ENR00956,LRN0054,CRS037,2024-01-01,2024-02-10,2024-01-31,Completed,100,2024-01-31,81.56,1,2,Yes
ENR01788,LRN0209,CRS004,2024-01-19,2024-03-19,,Dropped,19,2024-01-31,,1,,No
ENR01349,LRN0280,CRS052,2024-01-11,2024-03-31,2024-03-31,Completed,100,2024-03-31,83.6,1,5,Yes
ENR01337,LRN0321,CRS038,2024-01-04,2024-02-03,,Dropped,7,2024-01-16,,1,,No
ENR00102,LRN0294,CRS048,2024-01-01,2024-01-11,,In Progress,84,2024-01-31,,1,,No
ENR00610,LRN0008,CRS060,2024-01-25,2024-02-24,2024-02-16,Completed,100,2024-02-16,77.15,1,5,Yes
ENR00594,LRN0052,CRS017,2024-03-14,2024-04-03,,In Progress,64,2024-03-23,,1,,No
ENR00137,LRN0005,CRS015,2024-01-03,2024-01-13,,Dropped,22,2024-01-13,,1,,No
ENR00010,LRN0381,CRS030,2024-02-04,2024-04-04,,Not Started,0,,,1,,No
ENR00061,LRN0175,CRS030,2024-01-29,2024-03-29,,In Progress,29,2024-03-14,,2,,No
ENR00021,LRN0110,CRS018,2024-02-26,2024-03-27,,In Progress,72,2024-02-29,,1,,No
ENR00825,LRN0362,CRS055,2024-01-23,2024-02-02,,In Progress,13,2024-03-19,,1,,No
ENR00259,LRN0032,CRS038,2024-03-09,2024-04-08,2024-03-28,Completed,100,2024-03-28,98.89,1,3,Yes
ENR01690,LRN0148,CRS054,2024-02-28,2024-04-08,,In Progress,36,2024-03-20,,1,,No
ENR00174,LRN0456,CRS025,2024-03-14,2024-04-23,2024-03-31,Completed,100,2024-03-31,65.58,1,2,Yes
ENR01228,LRN0053,CRS026,2024-03-01,2024-03-11,,In Progress,28,2024-03-30,,2,,No
ENR01566,LRN0068,CRS010,2024-01-27,2024-02-16,,Not Started,0,,,3,,No
ENR00389,LRN0240,CRS042,2024-03-09,2024-03-19,,Not Started,0,,,1,1,No
ENR01528,LRN0253,CRS039,2024-01-13,2024-04-02,,Dropped,26,2024-01-27,,1,,No
ENR01082,LRN0040,CRS010,2024-01-16,2024-02-05,,Dropped,15,2024-01-16,,1,,No
ENR01687,LRN0156,CRS005,2024-02-26,2024-04-06,,In Progress,72,2024-03-22,,1,5,No
ENR01980,LRN0206,CRS044,2024-02-26,2024-05-16,2024-03-31,Completed,100,2024-03-31,56.33,2,1,No
ENR00671,LRN0356,CRS052,2024-01-07,2024-03-27,2024-03-02,Completed,100,2024-03-02,56.84,2,3,No
ENR00196,LRN0201,CRS040,2024-01-23,2024-02-22,,In Progress,89,2024-02-14,,1,,No
ENR01661,LRN0145,CRS056,2024-02-21,2024-04-21,,Dropped,7,2024-03-04,,1,,No
ENR01246,LRN0400,CRS005,2024-01-09,2024-02-18,,Dropped,29,2024-01-19,,1,,No
ENR00516,LRN0371,CRS003,2024-01-14,2024-02-03,2024-02-10,Completed,100,2024-02-10,57.39,1,4,No
ENR01654,LRN0100,CRS014,2024-01-14,2024-02-13,2024-02-12,Completed,100,2024-02-12,86.82,1,3,Yes
ENR01072,LRN0146,CRS022,2024-01-03,2024-01-23,,In Progress,18,2024-03-23,,1,,No
ENR00101,LRN0259,CRS008,2024-01-08,2024-03-28,,Dropped,32,2024-01-12,,1,1,No
ENR00354,LRN0058,CRS037,2024-02-24,2024-04-04,,Not Started,0,,,1,2,No
ENR01076,LRN0461,CRS035,2024-02-23,2024-05-13,2024-03-31,Completed,100,2024-03-31,88.7,1,3,Yes
ENR00522,LRN0180,CRS039,2024-02-01,2024-04-21,,Not Started,0,,,1,,No
ENR00506,LRN0443,CRS005,2024-02-13,2024-03-24,2024-03-25,Completed,100,2024-03-25,97.68,1,5,Yes
ENR00249,LRN0120,CRS039,2024-03-03,2024-05-22,,In Progress,20,2024-03-22,,1,,No
ENR00617,LRN0182,CRS020,2024-03-07,2024-03-17,2024-03-10,Completed,100,2024-03-10,93.58,2,2,Yes
ENR00026,LRN0470,CRS017,2024-02-08,2024-02-28,2024-02-18,Completed,100,2024-02-18,61.36,2,2,Yes
ENR00889,LRN0368,CRS006,2024-02-19,2024-02-29,2024-03-01,Completed,100,2024-03-01,55.6,2,4,No
ENR01600,LRN0136,CRS002,2024-03-08,2024-03-28,,Dropped,35,2024-03-21,,1,,No
ENR00763,LRN0145,CRS057,2024-01-14,2024-01-24,2024-01-17,Completed,100,2024-01-17,55.15,1,3,No
ENR00384,LRN0227,CRS042,2024-01-18,2024-01-28,,Not Started,0,,,3,,No
ENR01252,LRN0094,CRS060,2024-03-08,2024-04-07,2024-03-31,Completed,100,2024-03-31,66.67,1,5,Yes
ENR00924,LRN0121,CRS006,2024-02-16,2024-02-26,,Not Started,0,,,1,,No
ENR01015,LRN0179,CRS015,2024-02-04,2024-02-14,2024-02-07,Completed,100,2024-02-07,71.32,1,5,Yes
ENR01455,LRN0219,CRS006,2024-01-06,2024-01-16,,Dropped,28,2024-01-09,,1,,No
ENR00951,LRN0298,CRS026,2024-02-17,2024-02-27,,In Progress,47,2024-03-10,,1,,No
ENR01055,LRN0432,CRS024,2024-02-15,2024-03-16,,In Progress,15,2024-02-20,,1,,No
ENR01139,LRN0273,CRS043,2024-03-13,2024-06-01,2024-03-31,Completed,100,2024-03-31,68.37,1,4,Yes
ENR00819,LRN0294,CRS045,2024-02-19,2024-02-29,,Dropped,30,2024-02-25,,1,,No
ENR00978,LRN0083,CRS006,2024-03-14,2024-03-24,2024-03-17,Completed,100,2024-03-17,69.54,3,3,Yes
ENR01505,LRN0265,CRS003,2024-01-07,2024-01-27,,Dropped,21,2024-01-19,,2,,No
ENR01133,LRN0376,CRS012,2024-01-26,2024-03-06,,Dropped,8,2024-01-29,,1,4,No
ENR01540,LRN0437,CRS060,2024-01-31,2024-03-01,2024-02-12,Completed,100,2024-02-12,52.52,1,5,No
ENR00657,LRN0239,CRS052,2024-01-11,2024-03-31,2024-03-31,Completed,100,2024-03-31,50.58,2,1,No
ENR00442,LRN0329,CRS059,2024-01-16,2024-04-05,,Dropped,6,2024-01-25,,1,1,No
ENR00508,LRN0411,CRS005,2024-02-26,2024-04-06,,In Progress,19,2024-03-21,,1,,No
ENR01123,LRN0206,CRS043,2024-03-13,2024-06-01,,In Progress,58,2024-03-16,,1,,No
ENR01504,LRN0451,CRS021,2024-03-13,2024-04-02,,Dropped,30,2024-03-24,,1,,No
ENR01621,LRN0320,CRS051,2024-01-30,2024-04-19,2024-02-02,Completed,100,2024-02-02,52.39,1,1,No
ENR01236,LRN0323,CRS023,2024-02-11,2024-05-01,,In Progress,60,,,1,,No
ENR01510,LRN0143,CRS042,2024-01-28,2024-02-07,,Dropped,33,2024-02-11,,1,3,No
ENR01205,LRN0267,CRS009,2024-03-12,2024-04-01,,Dropped,18,2024-03-25,,2,,No
ENR00317,LRN0220,CRS013,2024-03-01,2024-05-20,,Dropped,6,2024-03-13,,1,,No
ENR01682,LRN0092,CRS048,2024-01-03,2024-01-13,,Not Started,0,,,2,,No
ENR01835,LRN0210,CRS055,2024-03-10,2024-03-20,,In Progress,89,2024-03-18,,1,,No
ENR01944,LRN0471,CRS054,2024-02-13,2024-03-24,,Dropped,23,2024-02-13,,1,,No
ENR01209,LRN0288,CRS031,2024-02-24,2024-03-05,2024-03-11,Completed,100,2024-03-11,93.53,1,5,Yes
ENR01809,LRN0479,CRS030,2024-03-15,2024-05-14,,In Progress,89,2024-03-29,,1,3,No
ENR00773,LRN0102,CRS047,2024-02-15,2024-04-15,,In Progress,82,2024-02-24,,2,,No
ENR00707,LRN0431,CRS048,2024-03-08,2024-03-18,,Dropped,12,2024-03-19,,1,1,No
ENR00388,LRN0082,CRS037,2024-02-21,2024-04-01,,Dropped,24,2024-02-24,,2,,No
ENR00363,LRN0076,CRS024,2024-01-19,2024-02-18,2024-01-22,Completed,100,2024-01-22,45.69,2,4,No
ENR01735,LRN0312,CRS043,2024-01-10,2024-03-30,,Dropped,33,2024-01-14,,1,,No
ENR01195,LRN0342,CRS024,2024-02-27,2024-03-28,,In Progress,87,2024-02-28,,2,,No
ENR01166,LRN0182,CRS049,2024-02-17,2024-03-28,,Dropped,2,2024-03-01,,1,,No
ENR00930,LRN0004,CRS023,2024-01-11,2024-03-31,,In Progress,75,2024-02-27,,2,,No
ENR00149,LRN0484,CRS005,2024-03-17,2024-04-26,,In Progress,22,2024-03-29,,1,,No
ENR00816,LRN0162,CRS056,2024-01-01,2024-03-01,,Not Started,0,,,1,,No
ENR00854,LRN0004,CRS025,2024-01-01,2024-02-10,,In Progress,82,2024-02-19,,1,,No
ENR00787,LRN0432,CRS047,2024-02-05,2024-04-05,,Not Started,0,,,1,,No
ENR01845,LRN0094,CRS006,2024-01-21,2024-01-31,,Dropped,19,2024-01-26,,1,,No
ENR00264,LRN0415,CRS022,2024-01-20,2024-02-09,,Dropped,14,2024-01-23,,1,2,No
ENR01270,LRN0260,CRS027,2024-02-27,2024-03-28,,In Progress,48,2024-03-15,,2,,No
ENR01155,LRN0046,CRS024,2024-03-07,2024-04-06,2024-03-11,Completed,100,2024-03-11,67.29,1,2,Yes
ENR01750,LRN0206,CRS037,2024-02-01,2024-03-12,2024-02-11,Completed,100,2024-02-11,88.92,1,1,Yes
ENR01945,LRN0146,CRS042,2024-01-06,2024-01-16,2024-01-09,Completed,100,2024-01-09,78.8,1,1,Yes
ENR00378,LRN0073,CRS050,2024-01-21,2024-01-31,,Not Started,0,,,1,,No
ENR00793,LRN0382,CRS050,2024-02-25,2024-03-06,,In Progress,37,2024-02-26,,1,3,No
ENR01075,LRN0488,CRS053,2024-02-27,2024-05-17,2024-03-01,Completed,100,2024-03-01,68.65,3,3,Yes
ENR01239,LRN0489,CRS003,2024-03-12,2024-04-01,,In Progress,40,2024-03-20,,1,,No
ENR00381,LRN0255,CRS007,2024-01-02,2024-02-11,2024-02-21,Completed,100,2024-02-21,62.02,2,1,Yes
ENR00526,LRN0144,CRS006,2024-01-27,2024-02-06,,Not Started,0,,,2,,No
ENR00104,LRN0366,CRS025,2024-03-07,2024-04-16,,Dropped,20,2024-03-08,,1,,No
ENR01533,LRN0240,CRS050,2024-02-19,2024-02-29,,Not Started,0,,,1,,No
ENR00277,LRN0417,CRS045,2024-01-03,2024-01-13,2024-01-15,Completed,100,2024-01-15,88.09,1,1,Yes
ENR01940,LRN0180,CRS001,2024-01-14,2024-02-13,,In Progress,61,2024-02-28,,1,,No
ENR01366,LRN0224,CRS009,2024-02-03,2024-02-23,2024-02-07,Completed,100,2024-02-07,99.48,1,4,Yes
ENR01850,LRN0060,CRS016,2024-01-14,2024-02-03,,Dropped,6,2024-01-21,,1,,No
ENR01673,LRN0043,CRS033,2024-02-13,2024-03-24,,In Progress,79,2024-03-24,,2,,No
ENR01162,LRN0368,CRS049,2024-01-25,2024-03-05,,In Progress,61,,,1,,No
ENR00636,LRN0251,CRS023,2024-03-15,2024-06-03,2024-03-31,Completed,100,,73.77,2,2,Yes
ENR01191,LRN0224,CRS037,2024-01-14,2024-02-23,,In Progress,64,2024-03-16,,1,,No
ENR00764,LRN0237,CRS043,2024-03-16,2024-06-04,,In Progress,26,2024-03-24,,1,,No
ENR00265,LRN0373,CRS026,2024-02-08,2024-02-18,,Not Started,0,,,1,,No
ENR00151,LRN0313,CRS041,2024-02-25,2024-03-26,2024-03-31,Completed,100,2024-03-31,48.07,1,4,No
ENR01199,LRN0402,CRS024,2024-03-15,2024-04-14,2024-03-31,Completed,100,2024-03-31,58.65,1,1,No
ENR00582,LRN0443,CRS032,2024-03-17,2024-03-27,,In Progress,13,2024-03-20,,1,,No
ENR01831,LRN0133,CRS016,2024-02-14,2024-03-05,,In Progress,20,2024-03-11,,1,,No
ENR01084,LRN0262,CRS008,2024-03-02,2024-05-21,,In Progress,20,2024-03-10,,1,2,No
ENR01881,LRN0455,CRS029,2024-02-07,2024-04-27,,Dropped,19,2024-02-20,,1,,No
ENR01589,LRN0223,CRS032,2024-02-21,2024-03-02,2024-03-01,Completed,100,2024-03-01,77.62,2,1,Yes
ENR01238,LRN0038,CRS034,2024-01-23,2024-02-12,2024-01-26,Completed,100,2024-01-26,63.01,1,4,Yes
ENR00950,LRN0192,CRS043,2024-02-17,2024-05-07,,Dropped,9,2024-02-25,,1,,No
ENR01653,LRN0022,CRS028,2024-02-18,2024-03-29,2024-03-26,Completed,100,2024-03-26,59.26,1,5,No
ENR00826,LRN0407,CRS008,2024-02-09,2024-04-29,,Not Started,0,,,1,,No
ENR00781,LRN0379,CRS038,2024-01-20,2024-02-19,2024-01-24,Completed,100,2024-01-24,81.97,1,1,Yes
ENR00079,LRN0466,CRS044,2024-02-13,2024-05-03,,Not Started,0,,,2,,No
ENR00877,LRN0406,CRS051,2024-01-11,2024-03-31,2024-03-09,Completed,100,2024-03-09,45.88,2,4,No
ENR00473,LRN0268,CRS019,2024-03-12,2024-05-11,,In Progress,72,,,1,,No
ENR00261,LRN0075,CRS053,2024-02-07,2024-04-27,,Dropped,29,2024-02-14,,1,,No
ENR00405,LRN0338,CRS045,2024-02-25,2024-03-06,,In Progress,21,2024-03-02,,2,,No
ENR00312,LRN0341,CRS018,2024-01-16,2024-02-15,,In Progress,73,2024-03-26,,1,,No
ENR00842,LRN0098,CRS053,2024-03-03,2024-05-22,2024-03-06,Completed,100,2024-03-06,79.46,1,4,Yes
ENR01770,LRN0215,CRS002,2024-01-24,2024-02-13,,In Progress,27,2024-03-14,,1,,No
ENR01459,LRN0440,CRS027,2024-02-14,2024-03-15,2024-02-25,Completed,100,2024-02-25,60.35,1,1,Yes
ENR00567,LRN0386,CRS007,2024-01-30,2024-03-10,,In Progress,22,2024-02-08,,1,,No
ENR00757,LRN0431,CRS017,2024-02-11,2024-03-02,2024-02-14,Completed,100,2024-02-14,63.24,2,1,Yes
ENR01956,LRN0415,CRS005,2024-03-01,2024-04-10,2024-03-17,Completed,100,2024-03-17,50.5,1,1,No
ENR01822,LRN0283,CRS045,2024-02-12,2024-02-22,2024-02-15,Completed,100,2024-02-15,82.76,2,2,Yes
